STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,POP100_RE,HU100_RE,BG_ID_10,CT_ID_10,BOSNA_R_ID,NSA_NAME,BRA_PD_ID,BRA_PD,ZIPCODE,City_Counc,WARD,PRECINCTS,ISD_Nbhd,Police_Dis,Fire_Distr,PWD,Blk_ID_10
25,025,000100,1030,250250001001030,Block 1030,G5040,14515,0,+42.3579458,-071.1430722,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001030
25,025,000100,1031,250250001001031,Block 1031,G5040,9622,0,+42.3580159,-071.1509877,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001031
25,025,000100,1032,250250001001032,Block 1032,G5040,15284,0,+42.3582160,-071.1511449,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001032
25,025,000100,1033,250250001001033,Block 1033,G5040,7950,0,+42.3578494,-071.1510941,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001033
25,025,000100,1034,250250001001034,Block 1034,G5040,13727,0,+42.3577499,-071.1427389,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001034
25,025,000100,1035,250250001001035,Block 1035,G5040,67996,0,+42.3573558,-071.1442106,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001035
25,025,000100,1036,250250001001036,Block 1036,G5040,20770,0,+42.3575817,-071.1500697,47.000000,19.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001036
25,025,000100,1037,250250001001037,Block 1037,G5040,13277,0,+42.3567689,-071.1466587,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001037
25,025,000100,1038,250250001001038,Block 1038,G5040,26770,0,+42.3563327,-071.1475878,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001038
25,025,000100,1039,250250001001039,Block 1039,G5040,30940,0,+42.3569910,-071.1505864,209.000000,66.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001039
25,025,000100,1040,250250001001040,Block 1040,G5040,3764,0,+42.3582904,-071.1563382,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001040
25,025,000100,1041,250250001001041,Block 1041,G5040,9099,0,+42.3587762,-071.1593716,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001041
25,025,000100,1042,250250001001042,Block 1042,G5040,53855,0,+42.3560560,-071.1441661,24.000000,16.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001042
25,025,000100,1043,250250001001043,Block 1043,G5040,75759,0,+42.3556758,-071.1399864,55.000000,16.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001043
25,025,000100,1044,250250001001044,Block 1044,G5040,9403,0,+42.3549985,-071.1414294,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001044
25,025,000100,1045,250250001001045,Block 1045,G5040,3422,0,+42.3551574,-071.1419632,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001045
25,025,000100,1046,250250001001046,Block 1046,G5040,18722,0,+42.3586142,-071.1519035,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001046
25,025,000100,1047,250250001001047,Block 1047,G5040,1290,0,+42.3584240,-071.1568696,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,200,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001047
25,025,000100,1048,250250001001048,Block 1048,G5040,7316,0,+42.3552223,-071.1435156,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001048
25,025,000100,1049,250250001001049,Block 1049,G5040,8616,0,+42.3551083,-071.1426712,0.000000,0.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001049
25,025,000100,1050,250250001001050,Block 1050,G5040,4071,0,+42.3541986,-071.1392431,35.000000,14.000000,250250001001,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001001050
25,025,000100,2000,250250001002000,Block 2000,G5040,32726,0,+42.3621761,-071.1316674,255.000000,122.000000,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001002000
25,025,000100,2001,250250001002001,Block 2001,G5040,38576,0,+42.3625900,-071.1338976,257.000000,95.000000,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001002001
25,025,000100,2002,250250001002002,Block 2002,G5040,6989,0,+42.3620319,-071.1344003,86.000000,33.000000,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001002002
25,025,000100,2003,250250001002003,Block 2003,G5040,7004,0,+42.3608531,-071.1323819,41.000000,17.000000,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001002003
25,025,000100,2004,250250001002004,Block 2004,G5040,17572,0,+42.3609031,-071.1335428,92.000000,40.000000,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001002004
25,025,000100,2005,250250001002005,Block 2005,G5040,18538,0,+42.3612417,-071.1351822,146.000000,59.000000,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001002005
25,025,000100,2006,250250001002006,Block 2006,G5040,8749,0,+42.3613320,-071.1305867,61.000000,25.000000,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,198,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001002006
25,025,000100,2007,250250001002007,Block 2007,G5040,10262,0,+42.3606724,-071.1314840,106.000000,34.000000,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,198,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001002007
25,025,000100,3000,250250001003000,Block 3000,G5040,13360,0,+42.3603582,-071.1305510,123.000000,52.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,198,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003000
25,025,000100,3001,250250001003001,Block 3001,G5040,14996,0,+42.3598663,-071.1300431,124.000000,47.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,198,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003001
25,025,000100,3002,250250001003002,Block 3002,G5040,5116,0,+42.3590970,-071.1313771,57.000000,21.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,198,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003002
25,025,000100,3003,250250001003003,Block 3003,G5040,15090,0,+42.3596595,-071.1323531,147.000000,54.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,198,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003003
25,025,000100,3004,250250001003004,Block 3004,G5040,629,0,+42.3595206,-071.1332665,0.000000,0.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003004
25,025,000100,3005,250250001003005,Block 3005,G5040,11897,0,+42.3599702,-071.1338849,74.000000,30.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003005
25,025,000100,3006,250250001003006,Block 3006,G5040,13254,0,+42.3603274,-071.1355545,4.000000,0.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003006
25,025,000100,3007,250250001003007,Block 3007,G5040,6535,0,+42.3596587,-071.1363817,55.000000,21.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003007
25,025,000100,3008,250250001003008,Block 3008,G5040,8082,0,+42.3594575,-071.1354831,53.000000,24.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003008
25,025,000100,3009,250250001003009,Block 3009,G5040,14281,0,+42.3591393,-071.1340632,75.000000,31.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003009
25,025,000100,3010,250250001003010,Block 3010,G5040,6268,0,+42.3588561,-071.1323907,73.000000,26.000000,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,198,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001003010
25,025,000100,4000,250250001004000,Block 4000,G5040,74531,0,+42.3591451,-071.1386590,82.000000,34.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,90,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004000
25,025,000100,4001,250250001004001,Block 4001,G5040,5919,0,+42.3600976,-071.1401993,44.000000,19.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004001
25,025,000100,4002,250250001004002,Block 4002,G5040,23735,0,+42.3593759,-071.1416453,208.000000,84.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004002
25,025,000100,4003,250250001004003,Block 4003,G5040,9735,0,+42.3604211,-071.1425613,66.000000,24.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004003
25,025,000100,4004,250250001004004,Block 4004,G5040,9020,0,+42.3599706,-071.1440204,49.000000,28.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004004
25,025,000100,4005,250250001004005,Block 4005,G5040,25718,0,+42.3591669,-071.1433514,357.000000,108.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004005
25,025,000100,4006,250250001004006,Block 4006,G5040,5134,0,+42.3595943,-071.1423992,36.000000,9.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004006
25,025,000100,4007,250250001004007,Block 4007,G5040,5544,0,+42.3589676,-071.1407843,80.000000,28.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004007
25,025,000100,4008,250250001004008,Block 4008,G5040,5565,0,+42.3595343,-071.1404979,73.000000,32.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004008
25,025,000100,4009,250250001004009,Block 4009,G5040,6242,0,+42.3583653,-071.1411106,8.000000,6.000000,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,199,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250001004009
25,025,000201,1000,250250002011000,Block 1000,G5040,12426,0,+42.3580479,-071.1565281,0.000000,0.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011000
25,025,000201,1001,250250002011001,Block 1001,G5040,427,0,+42.3582930,-071.1581951,0.000000,0.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011001
25,025,000201,1002,250250002011002,Block 1002,G5040,24701,0,+42.3580935,-071.1598836,102.000000,33.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011002
25,025,000201,1003,250250002011003,Block 1003,G5040,2461,0,+42.3585654,-071.1609594,0.000000,0.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011003
25,025,000201,1004,250250002011004,Block 1004,G5040,5338,0,+42.3577719,-071.1560342,0.000000,0.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011004
25,025,000201,1005,250250002011005,Block 1005,G5040,5031,0,+42.3576240,-071.1558713,0.000000,0.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011005
25,025,000201,1006,250250002011006,Block 1006,G5040,6029,0,+42.3576526,-071.1599138,0.000000,0.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011006
25,025,000201,1007,250250002011007,Block 1007,G5040,6675,0,+42.3574883,-071.1599207,0.000000,0.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011007
25,025,000201,1008,250250002011008,Block 1008,G5040,10087,0,+42.3572511,-071.1602143,0.000000,0.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011008
25,025,000201,1009,250250002011009,Block 1009,G5040,16201,0,+42.3572860,-071.1553596,15.000000,6.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011009
25,025,000201,1010,250250002011010,Block 1010,G5040,10241,0,+42.3566250,-071.1615164,96.000000,32.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011010
25,025,000201,1011,250250002011011,Block 1011,G5040,20035,0,+42.3568906,-071.1592204,110.000000,47.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011011
25,025,000201,1012,250250002011012,Block 1012,G5040,36652,0,+42.3564344,-071.1556921,140.000000,64.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011012
25,025,000201,1013,250250002011013,Block 1013,G5040,12598,0,+42.3560990,-071.1598958,72.000000,26.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011013
25,025,000201,1014,250250002011014,Block 1014,G5040,37974,0,+42.3554525,-071.1576760,217.000000,97.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011014
25,025,000201,1015,250250002011015,Block 1015,G5040,7102,0,+42.3559095,-071.1573496,42.000000,24.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011015
25,025,000201,1016,250250002011016,Block 1016,G5040,15647,0,+42.3553638,-071.1597004,95.000000,39.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011016
25,025,000201,1017,250250002011017,Block 1017,G5040,11520,0,+42.3557994,-071.1617048,46.000000,19.000000,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002011017
25,025,000201,2000,250250002012000,Block 2000,G5040,23173,0,+42.3546883,-071.1599121,171.000000,67.000000,250250002012,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,201,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002012000
25,025,000201,2001,250250002012001,Block 2001,G5040,24537,0,+42.3539974,-071.1624770,233.000000,90.000000,250250002012,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,92,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002012001
25,025,000201,2002,250250002012002,Block 2002,G5040,19892,0,+42.3541112,-071.1603415,163.000000,62.000000,250250002012,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,95,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002012002
25,025,000201,2003,250250002012003,Block 2003,G5040,16808,0,+42.3535120,-071.1607194,135.000000,54.000000,250250002012,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,95,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002012003
25,025,000201,2004,250250002012004,Block 2004,G5040,13121,0,+42.3529296,-071.1612906,88.000000,34.000000,250250002012,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,95,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002012004
25,025,000201,3000,250250002013000,Block 3000,G5040,45414,0,+42.3537107,-071.1638769,217.000000,107.000000,250250002013,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,92,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002013000
25,025,000201,3001,250250002013001,Block 3001,G5040,49963,0,+42.3525907,-071.1664674,406.000000,123.000000,250250002013,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,92,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002013001
25,025,000201,3002,250250002013002,Block 3002,G5040,24555,0,+42.3510670,-071.1662380,104.000000,40.000000,250250002013,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,92,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002013002
25,025,000201,3003,250250002013003,Block 3003,G5040,13668,0,+42.3511204,-071.1648632,230.000000,95.000000,250250002013,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,92,Allston/Brighton,14,11,2-04:  Allston/Brighton,250250002013003
